Sl. No.,Client Name,Order type,Start Date,End Date,Order Id,Delivery Id,Product Name,Sub Product Name,Location Name,Internal Key,Invoice No
200,GlaxoSmithKline,Delivery,2018-03-22,2018-03-23,0702169,1015,Learning Material / Handout & Folders,Personal Impact,Gurgaon,1015#169
201,GlaxoSmithKline,Delivery,2018-03-22,2018-03-23,0702169,1016,Charisma Effect,Book,Gurgaon,1016#169
202,GlaxoSmithKline,Delivery,2018-03-22,2018-03-23,0702169,1017,Do It Now- Personal Impact,Cards,Gurgaon,1017#169
203,GlaxoSmithKline,Delivery,2018-03-22,2018-03-23,0702169,1018,Progress IT ,Personal Impact,Gurgaon,1018#169
204,Cognizant Technology Solutions India Pvt Ltd,Delivery,2018-03-22,2018-03-23,0903176,1037,Workshop Full Day,Impact And Influence,Chennai,1037#176
205,Cognizant Technology Solutions India Pvt Ltd,Delivery,2018-03-22,2018-03-23,0903176,1038,Learning Material / Handout & Folders,Impact And Influence,Chennai,1038#176
206,Cognizant Technology Solutions India Pvt Ltd,Delivery,2018-03-22,2018-03-23,0903176,1050,Charisma Effect,Impact And Influence,Chennai,1050#176
207,Genpact India Private Limited,Delivery,2018-03-22,2018-03-22,2811150,1036,Workshop Full Day,Diversity,Jaipur,1036#150
208,GlaxoSmithKline,Delivery,2018-03-21,2018-03-21,1503182,1059,Workshop Full Day,New Ways of Working,Gurgaon,1059#182
209,GlaxoSmithKline,Delivery,2018-03-21,2018-03-21,1503182,1060,Learning Material / Handout & Folders,New Ways of Working,Gurgaon,1060#182
210,Edelweiss Securities Ltd,Delivery,2018-03-17,2018-03-17,1503181,1056,Workshop Full Day,Networking Skills,Mumbai,1056#181
211,Edelweiss Securities Ltd,Delivery,2018-03-17,2018-03-17,1503181,1057,Learning Material / Handout & Folders,Networking Skills,Mumbai,1057#181
212,Edelweiss Securities Ltd,Delivery,2018-03-17,2018-03-17,1503181,1058,Certificate,Networking Skills,Mumbai,1058#181
213,Cognizant Technology Solutions India Pvt Ltd,Delivery,2018-03-15,2018-03-16,0612153,911,Workshop Full Day,Impact And Influence,Chennai,911#153
214,GlaxoSmithKline,Delivery,2018-03-15,2018-03-16,0702169,1014,PI Profile Debrief Call,Personal Impact,Office,1014#169
215,Delhivery,Delivery,2018-03-16,2018-03-16,0702170,1049,Executive Coaching (90 Mins) in Person (if 1 is done in a day),Session 2,Gurgaon,1049#170
216,Cognizant Technology Solutions India Pvt Ltd,Delivery,2018-03-13,2018-03-14,0612153,907,Workshop Full Day,Impact And Influence,Chennai,907#153
217,JSW Steel Limited,Delivery,2018-03-13,2018-03-14,0301159,969,Workshop Full Day,Leadership Impact,Vijaynagar,969#159
218,JSW Steel Limited,Delivery,2018-03-13,2018-03-14,0301159,974,Learning Material / Handout & Folders,Leadership Impact,Vijaynagar,974#159
219,Delhivery,Delivery,2018-03-14,2018-03-14,0702170,1009,Executive Coaching (90 Mins) in Person (if 1 is done in a day),Session 1,Gurgaon,1009#170
220,HSBC Global Financial Centre,Delivery,2018-03-12,2018-03-13,0903175,1028,Workshop Full Day,Personal Impact,Mumbai,1028#175
221,HSBC Global Financial Centre,Delivery,2018-03-12,2018-03-13,0903175,1030,Do It Now- Personal Impact,Personal Impact,Mumbai,1030#175
222,HSBC Global Financial Centre,Delivery,2018-03-12,2018-03-13,0903175,1032,Learning Material / Handout & Folders,Personal Impact,Mumbai,1032#175
223,Sopra India Pvt. Ltd.,Delivery,2018-03-12,2018-03-12,1312156,937,Implementation Day,Leading your team,Noida,937#156
224,FIL Research India Private Limited,Delivery,2018-03-12,2018-03-12,0903178,1042,Workshop  Half Day Within Delhi NCR,ACE Team,Gurgaon,1042#178
225,HSBC Global Financial Centre,Delivery,2018-03-09,2018-03-09,0903175,1029,Progress IT ,Personal Impact,Mumbai,1029#175
226,Cognizant Technology Solutions India Pvt Ltd,Delivery,2018-03-07,2018-03-08,0612153,910,Coaching Call 45 minutes,Leading the Way,MLA Office,910#153
227,IDFC Asset Management Company Ltd,Delivery,2018-03-08,2018-03-08,2112157,1008,Executive Coaching (90 Mins) in Person,Session 2,Mumbai,1008#157
228,HSBC Global Financial Centre,Delivery,2018-03-05,2018-03-07,0903175,1034,PI Profile Debrief Call,Personal Impact,On-call,1034#175
229,Cognizant Technology Solutions India Pvt Ltd,Delivery,2018-03-05,2018-03-06,0612153,906,Coaching Call 45 minutes,Leading the Way,MLA Office,906#153
230,IDFC Asset Management Company Ltd,Delivery,2018-03-06,2018-03-06,2112157,946,Executive Coaching (90 Mins) in Person (if 2 is done in a day),Session 2,Mumbai,946#157
231,HSBC Global Financial Centre,Delivery,2018-03-01,2018-03-01,0903175,1031,Charisma Effect,Personal Impact,Mumbai,1031#175
232,FIL Research India Private Limited,Delivery,2018-02-28,2018-02-28,250570,519,Group Coaching Session (3 hrs) in person,Change Management,Gurgaon,519#70
233,Edelweiss Financial Services Ltd.,Delivery,2018-02-27,2018-02-27,2410134,799,Implementation Day,Personal Impact,Mumbai,799#134
234,Delhivery,Delivery,2018-02-26,2018-02-26,0809112,1007,In Person Coaching Session (90 minutes),Vital leader,Gurgaon,1007#112
235,Delhivery,Delivery,2018-02-23,2018-02-23,0809112,1006,In Person Coaching Session (90 minutes),Vital leader,Gurgaon,1006#112
236,Cognizant Technology Solutions India Pvt Ltd,Delivery,2018-02-22,2018-02-23,0612153,909,Workshop Full Day,Leading the Way,Chennai,909#153
237,JSW Steel Limited,Delivery,2018-02-22,2018-02-23,0301159,968,Workshop Full Day,Leadership Impact,Vijaynagar,968#159
238,JSW Steel Limited,Delivery,2018-02-22,2018-02-23,0301159,973,Learning Material / Handout & Folders,Leadership Impact,Vijaynagar,973#159
239,Bharti Infratel,Delivery,2018-02-22,2018-02-23,1001161,975,Workshop Full Day,Personal Impact,Gurgaon,975#161
240,Bharti Infratel,Delivery,2018-02-22,2018-02-23,1001161,976,Charisma Effect,Book,Gurgaon,976#161
241,Bharti Infratel,Delivery,2018-02-22,2018-02-23,1001161,977,Do It Now- Personal Impact,Cards,Gurgaon,977#161
242,Bharti Infratel,Delivery,2018-02-22,2018-02-23,1001161,978,Learning Material / Handout & Folders,Personal Impact,Gurgaon,978#161
243,GlaxoSmithKline,Delivery,2018-02-22,2018-02-23,0702169,996,Workshop Full Day,Personal Impact,Gurgaon,996#169
244,GlaxoSmithKline,Delivery,2018-02-22,2018-02-23,0702169,999,Learning Material / Handout & Folders,Personal Impact,Gurgaon,999#169
245,GlaxoSmithKline,Delivery,2018-02-22,2018-02-23,0702169,1000,Charisma Effect,Book,Gurgaon,1000#169
246,GlaxoSmithKline,Delivery,2018-02-22,2018-02-23,0702169,1002,Do It Now- Personal Impact,Cards,Gurgaon,1002#169
247,GlaxoSmithKline,Delivery,2018-02-22,2018-02-23,0702169,1003,Progress IT ,Personal Impact,Gurgaon,1003#169
248,Penguin Random House India Pvt Ltd,Delivery,2018-02-21,2018-02-21,250568,329,Executive Coaching (90 Mins) in Person,Session 7,Delhi NCR,329#68
249,EY,Delivery,2018-02-21,2018-02-21,1611142,857,Dipstick Survey,JUICE,Gurgaon,857#142
250,Cognizant Technology Solutions India Pvt Ltd,Delivery,2018-02-20,2018-02-21,0612153,905,Workshop Full Day,Leading the Way,Chennai,905#153
251,JSW Steel Limited,Delivery,2018-02-20,2018-02-21,0301159,967,Workshop Full Day,Leadership Impact,Vijaynagar,967#159
252,JSW Steel Limited,Delivery,2018-02-20,2018-02-21,0301159,972,Learning Material / Handout & Folders,Leadership Impact,Vijaynagar,972#159
253,USL Diageo,Delivery,2017-12-13,2018-02-20,3010138,821,Progress IT ,Business Communication,Delhi NCR,821#138
254,GlaxoSmithKline,Delivery,2018-02-19,2018-02-20,0702169,998,PI Profile Debrief Call,Personal Impact,Office,998#169
255,Columbia Sportswear,Delivery,2018-02-19,2018-02-20,2702171,1010,Workshop Full Day,ACE Team,Bangalore,1010#171
256,Columbia Sportswear,Delivery,2018-02-19,2018-02-20,2702171,1011,Learning Material / Handout & Folders,ACE Team,Bangalore,1011#171
257,Columbia Sportswear,Delivery,2018-02-19,2018-02-20,2702171,1012,Certificate,ACE Team,Bangalore,1012#171
258,Edelweiss Financial Services Ltd.,Delivery,2018-02-19,2018-02-19,1909119,963,Group Coaching Call (60 Min),Emerging Leaders: Communication,Mumbai,963#119
259,IDFC Asset Management Company Ltd,Delivery,2018-02-16,2018-02-16,2112157,945,Executive Coaching (90 Mins) in Person (if 3 is done in a day),Session 1,Mumbai,945#157
260,GlaxoSmithKline,Delivery,2018-02-16,2018-02-16,0702169,997,PI Profile Debrief Call,Personal Impact,Office,997#169
261,HSBC Global Financial Centre,Delivery,2018-02-16,2018-02-16,0903175,1033,Personal Impact Profile,Personal Impact,Mumbai,1033#175
262,JSW Steel Limited,Delivery,2018-02-12,2018-02-13,0301159,1004,Workshop Full Day,Leadership Impact,Vijaynagar,1004#159
263,JSW Steel Limited,Delivery,2018-02-12,2018-02-13,0301159,1005,Learning Material / Handout & Folders,Leadership Impact,Vijaynagar,1005#159
264,MaxLife Insurance Company Ltd.,Delivery,2018-02-09,2018-02-10,1201164,983,Workshop Full Day,IN IT TOGETHER,Udaipur,983#164
265,MaxLife Insurance Company Ltd.,Delivery,2018-02-09,2018-02-10,1201164,984,Learning Material / Handout & Folders,IN IT TOGETHER,Udaipur,984#164
266,Sopra India Pvt. Ltd.,Delivery,2018-02-06,2018-02-07,1312156,995,Coaching Call 45 minutes,Leading your team,On Call,995#156
267,FIL Research India Private Limited,Delivery,2018-02-05,2018-02-05,250570,520,Group Coaching Session (3 hrs) in person,Change Management,Gurgaon,520#70
268,Max Healthcare Institute Limited,Delivery,2018-02-03,2018-02-03,1101162,979,Workshop Full Day,Camelot Court,Dehradun,979#162
269,Max Healthcare Institute Limited,Delivery,2018-02-03,2018-02-03,1101162,981,Learning Material / Handout & Folders,Camelot Court,Dehradun,981#162
270,FIL Research India Private Limited,Delivery,2018-02-02,2018-02-02,250570,989,Group Coaching Session (3 hrs) in person,Change Management,Gurgaon,989#70
271,FIL Research India Private Limited,Delivery,2018-02-02,2018-02-02,250570,990,Group Coaching Session (3 hrs) in person,Change Management,Gurgaon,990#70
272,FIL Research India Private Limited,Delivery,2017-08-08,2018-02-01,250570,504,Learning Material / Handout & Folders,Group Coaching Sessions,Gurgaon,504#70
273,GlaxoSmithKline,Delivery,2018-02-01,2018-02-01,3101167,991,Workshop Full Day,Creating awareness around- Courage  Accountability  Development and Teamwork,Manesar,991#167
274,GlaxoSmithKline,Delivery,2018-02-01,2018-02-01,3101167,992,Workshop Full Day,Creating awareness around- Courage  Accountability  Development and Teamwork,Manesar,992#167
275,JSW Steel Limited,Delivery,2018-01-30,2018-01-31,0301159,966,Workshop Full Day,Leadership Impact,Vijaynagar,966#159
276,JSW Steel Limited,Delivery,2018-01-30,2018-01-31,0301159,971,Learning Material / Handout & Folders,Leadership Impact,Vijaynagar,971#159
277,GlaxoSmithKline,Delivery,2018-01-31,2018-01-31,3101168,993,Workshop  Half Day Within Delhi NCR,Creating awareness around- Courage  Accountability  Development and Teamwork,Gurgaon,993#168
278,GlaxoSmithKline,Delivery,2018-01-31,2018-01-31,3101168,994,Workshop  Half Day Within Delhi NCR,Creating awareness around- Courage  Accountability  Development and Teamwork,Gurgaon,994#168
279,Delhivery,Delivery,2018-01-23,2018-01-25,0809112,987,In Person Coaching Session (90 minutes),Vital leader,Gurgaon,987#112
280,Edelweiss Financial Services Ltd.,Delivery,2018-01-24,2018-01-24,1909119,961,Workshop  Half Day Outside Delhi NCR,Emerging Leaders: Communication,Mumbai,961#119
281,Edelweiss Financial Services Ltd.,Delivery,2018-01-23,2018-01-23,1909119,960,Workshop Full Day,Emerging Leaders: Communication,Mumbai,960#119
282,Sopra India Pvt. Ltd.,Delivery,2018-01-22,2018-01-23,1312156,936,Coaching Call 45 minutes,Leading your team,Office,936#156
283,FIL Research India Private Limited,Delivery,2018-01-22,2018-01-22,250570,517,Group Coaching Session (3 hrs) in person,Change Management,Gurgaon,517#70
284,FIL Research India Private Limited,Delivery,2018-01-22,2018-01-22,250570,518,Group Coaching Session (3 hrs) in person,Change Management,Gurgaon,518#70
285,FIL Research India Private Limited,Delivery,2018-01-22,2018-01-22,160244,875,Executive Coaching (90 Mins) in Person,Session 16,Gurgaon,875#44
286,Edelweiss Financial Services Ltd.,Delivery,2018-01-19,2018-01-20,2410134,793,Workshop Full Day,Personal Impact,Delhi NCR,793#134
287,Edelweiss Financial Services Ltd.,Delivery,2018-01-19,2018-01-20,2410134,794,Learning Material / Handout & Folders,Personal Impact,Mumbai,794#134
288,Edelweiss Financial Services Ltd.,Delivery,2018-01-19,2018-01-20,2410134,795,Do It Now- Personal Impact,Personal Impact,Mumbai,795#134
289,Edelweiss Financial Services Ltd.,Delivery,2018-01-19,2018-01-20,2410134,796,Certificate,Personal Impact,Mumbai,796#134
290,Edelweiss Financial Services Ltd.,Delivery,2018-01-19,2018-01-20,2410134,797,Progress IT ,Personal Impact,Mumbai,797#134
291,MaxLife Insurance Company Ltd.,Delivery,2018-01-19,2018-01-19,1601165,985,Workshop Full Day,JUICE,Goa,985#165
292,MaxLife Insurance Company Ltd.,Delivery,2018-01-19,2018-01-19,1601165,986,Learning Material / Handout & Folders,JUICE,Goa,986#165
293,Edelweiss Financial Services Ltd.,Delivery,2018-01-10,2018-01-17,1909119,962,Assessment Meter,Emerging Leaders: Communication,Mumbai,962#119
294,Fortis Healthcare Limited,Delivery,2018-01-16,2018-01-17,2011145,927,Workshop Full Day,Reaching Your Peak,Jaipur,927#145
295,Sopra India Pvt. Ltd.,Delivery,2018-01-12,2018-01-12,0910130,843,Implementation Day,Leading your team,Pune,843#130
296,JSW Steel Limited,Delivery,2018-01-10,2018-01-11,0301159,965,Workshop Full Day,Leadership Impact,Vijaynagar,965#159
297,JSW Steel Limited,Delivery,2018-01-10,2018-01-11,0301159,970,Learning Material / Handout & Folders,Leadership Impact,Vijaynagar,970#159
298,Edelweiss Financial Services Ltd.,Delivery,2018-01-10,2018-01-10,2410134,964,Coaching Call 60 minutes,Personal Impact,On Call,964#134
299,Genpact India Private Limited,Delivery,2018-01-09,2018-01-09,1201163,982,Workshop  Half Day Outside Delhi NCR,Diversity,Orlando,982#163
300,FIL Research India Private Limited,Delivery,2018-01-08,2018-01-08,250570,515,Group Coaching Session (3 hrs) in person,Change Management,Gurgaon,515#70
301,FIL Research India Private Limited,Delivery,2018-01-08,2018-01-08,250570,516,Group Coaching Session (3 hrs) in person,Change Management,Gurgaon,516#70
302,FIL Research India Private Limited,Delivery,2018-01-08,2018-01-08,160244,874,Executive Coaching (90 Mins) in Person,Session 15,Gurgaon,874#44
303,Max Healthcare Institute Limited,Delivery,2018-01-07,2018-01-07,0612154,915,Workshop Full Day,JUICE,Jaipur,915#154
304,Max Healthcare Institute Limited,Delivery,2018-01-07,2018-01-07,0612154,916,Learning Material / Handout & Folders,JUICE,Jaipur,916#154
305,Edelweiss Financial Services Ltd.,Delivery,2018-01-05,2018-01-05,2712158,957,Workshop Full Day,Networking Skills,Mumbai,957#158
306,Edelweiss Financial Services Ltd.,Delivery,2018-01-05,2018-01-05,2712158,958,Network Maps,Task,Mumbai,958#158
307,Edelweiss Financial Services Ltd.,Delivery,2018-01-05,2018-01-05,2712158,959,Problem I solve through networking,Task,Mumbai,959#158
308,FIL Research India Private Limited,Delivery,2018-01-01,2018-01-01,250570,988,Group Coaching Session (3 hrs) in person,Change Management,Gurgaon,988#70
309,Sopra India Pvt. Ltd.,Delivery,2017-12-28,2017-12-29,1312156,928,Workshop Full Day,Leading your team,Gurgaon,928#156
310,Sopra India Pvt. Ltd.,Delivery,2017-12-29,2017-12-29,1312156,931,Progress IT ,Leading your team,Gurgaon,931#156
311,Sopra India Pvt. Ltd.,Delivery,2017-12-28,2017-12-29,1312156,932,Learning Material / Handout & Folders,Leading your team,Gurgaon,932#156
312,Sopra India Pvt. Ltd.,Delivery,2017-12-28,2017-12-29,1312156,933,Leading your Team,Cards,Gurgaon,933#156
313,Sopra India Pvt. Ltd.,Delivery,2017-12-28,2017-12-29,1312156,934,Leading your Team,Book,Gurgaon,934#156
314,Sopra India Pvt. Ltd.,Delivery,2017-12-28,2017-12-29,1312156,935,Certificate,Leading your team,Gurgaon,935#156
315,Sopra India Pvt. Ltd.,Delivery,2017-12-27,2017-12-27,1312156,944,Coaching Call 45 minutes,Leading your team,On Call,944#156
316,Sopra India Pvt. Ltd.,Delivery,2017-12-22,2017-12-22,1312156,930,Coaching Call 45 minutes,Leading your team,On Call,930#156
317,Sopra India Pvt. Ltd.,Delivery,2017-12-21,2017-12-21,1312156,943,Coaching Call 45 minutes,Leading your team,On Call,943#156
318,Genpact India Private Limited,Delivery,2017-12-20,2017-12-20,050778,923,Workshop  Half Day Within Delhi NCR,Implementation Day,Gurgaon,923#78
319,Cognizant Technology Solutions India Pvt Ltd,Delivery,2017-12-19,2017-12-20,2009121,924,Workshop Full Day,Magnetic Client visit,Chennai,924#121
320,Cognizant Technology Solutions India Pvt Ltd,Delivery,2017-12-19,2017-12-20,2009121,925,Brick Connecting with Clients,Magnetic Client visit,Chennai,925#121
321,Cognizant Technology Solutions India Pvt Ltd,Delivery,2017-12-19,2017-12-20,2009121,926,Learning Material / Handout & Folders,Magnetic Client visit,Chennai,926#121
322,Sopra India Pvt. Ltd.,Delivery,2017-12-20,2017-12-20,1312156,929,Coaching Call 45 minutes,Leading your team,Office,929#156
323,Delhivery,Delivery,2017-12-19,2017-12-19,0809112,940,In Person Coaching Session (90 minutes),Vital leader,Gurgaon,940#112
324,GlaxoSmithKline,Delivery,2017-12-19,2017-12-19,2709125,748,Coaching Call 45 minutes,Personal Impact,Office,748#125
325,Fortis Healthcare Limited,Delivery,2017-12-18,2017-12-19,2011145,885,Workshop Full Day,Reaching Your Peak,Mumbai,885#145
326,IDFC Asset Management Company Ltd,Delivery,2017-12-15,2017-12-16,2011146,876,Workshop Full Day,Leading your team,Mumbai,876#146
327,IDFC Asset Management Company Ltd,Delivery,2017-12-15,2017-12-16,2011146,877,Learning Material / Handout & Folders,Leading your team,Mumbai,877#146
328,IDFC Asset Management Company Ltd,Delivery,2017-12-15,2017-12-16,2011146,878,Leading your Team,Leading your team,Mumbai,878#146
329,IDFC Asset Management Company Ltd,Delivery,2017-12-15,2017-12-16,2011146,879,Do It Now- How to engage talent ,Leading your team,Mumbai,879#146
330,IDFC Asset Management Company Ltd,Delivery,2017-12-15,2017-12-16,2011146,942,Certificate,Leading your team,Gurgaon,942#146
331,USL Diageo,Delivery,2017-12-14,2017-12-15,080898,622,Workshop Full Day,Business Communication,Bangalore,622#98
332,USL Diageo,Delivery,2017-12-14,2017-12-15,080898,623,Brick Effective Communication,Book,Bangalore,623#98
333,USL Diageo,Delivery,2017-12-14,2017-12-15,080898,624,Certificate,Business Communication,Bangalore,624#98
334,USL Diageo,Delivery,2017-12-14,2017-12-15,080898,625,Learning Material / Handout & Folders,Business Communication,Bangalore,625#98
335,USL Diageo,Delivery,2017-12-14,2017-12-15,080898,626,Progress IT ,Business Communication,Bangalore,626#98
336,Cognizant Technology Solutions India Pvt Ltd,Delivery,2017-12-15,2017-12-15,2009124,804,Coaching Call 45 minutes,Impact And Influence,Chennai,804#124
337,JSW Steel Limited,Delivery,2017-12-14,2017-12-15,0112152,902,Workshop Full Day,Leadership Impact,Vijaynagar,902#152
338,JSW Steel Limited,Delivery,2017-12-14,2017-12-15,0112152,939,Learning Material / Handout & Folders,Leadership Impact,Vijaynagar ,939#152
339,Cognizant Technology Solutions India Pvt Ltd,Delivery,2017-12-14,2017-12-14,2009124,805,Coaching Call 45 minutes,Impact And Influence,Chennai,805#124
340,Cognizant Technology Solutions India Pvt Ltd,Delivery,2017-12-14,2017-12-14,2811149,899,Group Coaching Call (60 Min),Impact And Influence,Chennai,899#149
341,FIL Research India Private Limited,Delivery,2017-12-13,2017-12-13,160244,873,Executive Coaching (90 Mins) in Person,Session 14,Gurgaon,873#44
342,Coca Cola India Private Limited,Delivery,2017-12-13,2017-12-13,2009120,886,Workshop  Half Day Within Delhi NCR,Sexual Harassment,Gurgaon,886#120
343,Coca Cola India Private Limited,Delivery,2017-12-13,2017-12-13,2009120,904,Workshop  Half Day Within Delhi NCR,Sexual Harassment,Gurgaon,904#120
344,Cognizant Technology Solutions India Pvt Ltd,Delivery,2017-12-13,2017-12-13,1010132,881,Group Coaching Call (60 Min),Impact And Influence,Chennai,881#132
345,Expedia Inc ,Delivery,2017-12-13,2017-12-13,2310133,814,Workshop  Half Day Within Delhi NCR,Harassment ,Gurgaon,814#133
346,USL Diageo,Delivery,2017-12-12,2017-12-13,3010138,817,Workshop Full Day,Business Communication,Bangalore,817#138
347,USL Diageo,Delivery,2017-12-13,2017-12-13,3010138,819,Certificate,Business Communication,Bangalore,819#138
348,JSW Steel Limited,Delivery,2017-12-12,2017-12-13,0112152,901,Workshop Full Day,Leadership Impact,Vijaynagar,901#152
349,JSW Steel Limited,Delivery,2017-12-12,2017-12-13,0112152,938,Learning Material / Handout & Folders,Leadership Impact,Vijaynagar ,938#152
350,Cognizant Technology Solutions India Pvt Ltd,Delivery,2017-12-12,2017-12-12,2009124,734,Coaching Call 45 minutes,Impact And Influence,Chennai,734#124
351,Stryker Global Technology Center Private Limited,Delivery,2017-12-11,2017-12-12,2709126,858,Stage Management,Presenting with Presence,Gurgaon,858#126
352,Stryker Global Technology Center Private Limited,Delivery,2017-12-11,2017-12-12,2709126,859,Learning Material / Handout & Folders,Presenting with Presence,Gurgaon,859#126
353,Stryker Global Technology Center Private Limited,Delivery,2017-12-11,2017-12-12,2709126,860,Learning Material / Handout & Folders,Presenting with Presence,Gurgaon,860#126
354,Stryker Global Technology Center Private Limited,Delivery,2017-12-11,2017-12-12,2709126,861,Pen Drive,Presenting with Presence,Gurgaon,861#126
355,Stryker Global Technology Center Private Limited,Delivery,2017-12-11,2017-12-12,2709126,864,Perfect Presentation,Presenting with Presence,Gurgaon,864#126
356,Stryker Global Technology Center Private Limited,Delivery,2017-12-11,2017-12-12,2709126,867,Do It Now-  How to Present,Presenting with Presence,Gurgaon,867#126
357,Stryker Global Technology Center Private Limited,Delivery,2017-12-11,2017-12-12,2709126,868,Workshop Full Day,Presenting with Presence,Gurgaon,868#126
358,USL Diageo,Delivery,2017-12-12,2017-12-12,3010138,820,Perfect Presentation,Book,Mumbai ,820#138
359,Fortis Healthcare Limited,Delivery,2017-12-11,2017-12-12,2011145,897,Workshop Full Day,Reaching Your Peak,Gurgaon,897#145
360,Adobe,Delivery,2017-12-11,2017-12-12,0812155,918,Workshop Full Day,Presenting with Presence,Noida,918#155
361,Adobe,Delivery,2017-12-11,2017-12-12,0812155,920,Do It Now-  How to Present,Presenting with Presence,Noida,920#155
362,Adobe,Delivery,2017-12-11,2017-12-12,0812155,921,Perfect Presentation,Book,Noida,921#155
363,Adobe,Delivery,2017-12-11,2017-12-12,0812155,922,Stage Management,Presenting with Presence,Noida,922#155
364,FIL Research India Private Limited,Delivery,2017-12-11,2017-12-11,250570,513,Group Coaching Session (3 hrs) in person,Change Management,Gurgaon,513#70
365,FIL Research India Private Limited,Delivery,2017-12-11,2017-12-11,250570,514,Group Coaching Session (3 hrs) in person,Change Management,Gurgaon,514#70
366,Coca Cola India Private Limited,Delivery,2017-12-11,2017-12-11,2009120,705,Workshop  Half Day Within Delhi NCR,Sexual Harassment,Gurgaon,705#120
367,Coca Cola India Private Limited,Delivery,2017-12-11,2017-12-11,2009120,903,Workshop  Half Day Within Delhi NCR,Sexual Harassment,Gurgaon,903#120
368,Cognizant Technology Solutions India Pvt Ltd,Delivery,2017-12-11,2017-12-11,2009124,803,Coaching Call 45 minutes,Impact And Influence,Chennai,803#124
369,Cognizant Technology Solutions India Pvt Ltd,Delivery,2017-12-11,2017-12-11,1010132,776,Group Coaching Call (60 Min),Leading your team,Chennai,776#132
370,Adobe,Delivery,2017-12-11,2017-12-11,0812155,919,Learning Material / Handout & Folders,Presenting with Presence,Noida,919#155
371,Fortis Healthcare Limited,Delivery,2017-12-08,2017-12-09,2011145,884,Workshop Full Day,Reaching Your Peak,Bangalore,884#145
372,USL Diageo,Delivery,2017-12-07,2017-12-08,2408103,627,Workshop Full Day,Presenting With Impact,Mumbai,627#103
373,USL Diageo,Delivery,2017-12-07,2017-12-08,2408103,628,Stage Management,Presenting With Impact,Mumbai,628#103
374,USL Diageo,Delivery,2017-12-07,2017-12-08,2408103,629,Learning Material / Handout & Folders,Business Communication,Mumbai,629#103
375,USL Diageo,Delivery,2017-12-07,2017-12-08,2408103,630,Perfect Presentation,Book,Mumbai,630#103
376,USL Diageo,Delivery,2017-12-07,2017-12-08,2408103,631,Do It Now-  How to Present,Cards,Gurgaon,631#103
377,USL Diageo,Delivery,2017-12-07,2017-12-08,2408103,632,Certificate,Presenting With Impact,Mumbai,632#103
378,GlaxoSmithKline,Delivery,2017-12-08,2017-12-08,2709125,917,Coaching Call 45 minutes,Personal Impact,Office,917#125
379,Edelweiss Financial Services Ltd.,Delivery,2017-11-23,2017-12-08,0811139,835,Network Maps,Task,Delhi NCR,835#139
380,Edelweiss Financial Services Ltd.,Delivery,2017-11-23,2017-12-08,0811139,836,Problem I solve through networking,Task,Delhi NCR,836#139
381,Edelweiss Financial Services Ltd.,Delivery,2017-11-23,2017-12-08,0811139,838,Network Maps,Task,Bangalore,838#139
382,Edelweiss Financial Services Ltd.,Delivery,2017-11-23,2017-12-08,0811139,839,Problem I solve through networking,Networking Skills,Bangalore,839#139
383,Coca Cola India Private Limited,Delivery,2017-12-07,2017-12-07,120782,419,Workshop Full Day,Reaching Your Peak,Gurgaon,419#82
384,Coca Cola India Private Limited,Delivery,2017-12-07,2017-12-07,120782,420,Learning Material / Handout & Folders,Reaching Your Peak,Gurgaon,420#82
385,Delhivery,Delivery,2017-12-07,2017-12-07,0809112,806,In Person Coaching Session (90 minutes),Vital leader,Gurgaon,806#112
386,Edelweiss Financial Services Ltd.,Delivery,2017-11-22,2017-12-07,0811139,832,Network Maps,Task,Mumbai,832#139
387,Edelweiss Financial Services Ltd.,Delivery,2017-11-22,2017-12-07,0811139,833,Problem I solve through networking,Task,Mumbai,833#139
388,Fortis Healthcare Limited,Delivery,2017-12-06,2017-12-07,2011145,883,Workshop Full Day,Reaching Your Peak,Kolkata,883#145
389,Expedia Inc ,Delivery,2017-12-06,2017-12-06,2310133,813,Workshop  Half Day Within Delhi NCR,Harassment ,Gurgaon,813#133
390,Edelweiss Financial Services Ltd.,Delivery,2017-11-21,2017-12-06,0811139,829,Network Maps,Task,Mumbai,829#139
391,Edelweiss Financial Services Ltd.,Delivery,2017-11-21,2017-12-06,0811139,830,Problem I solve through networking,Task,Mumbai,830#139
392,Delhivery,Delivery,2017-12-04,2017-12-05,0809112,900,In Person Coaching Session (90 minutes),Vital leader,Gurgaon,900#112
393,Cognizant Technology Solutions India Pvt Ltd,Delivery,2017-12-05,2017-12-05,1010132,842,Coaching Call 45 minutes,Impact And Influence,On call,842#132
394,Edelweiss Financial Services Ltd.,Delivery,2017-11-20,2017-12-05,0811139,826,Problem I solve through networking,Task,Mumbai,826#139
395,Edelweiss Financial Services Ltd.,Delivery,2017-11-20,2017-12-05,0811139,827,Network Maps,Task,Mumbai,827#139
396,Genpact India Private Limited,Delivery,2017-12-05,2017-12-05,2811150,896,Workshop  Half Day Outside Delhi NCR,Diversity,Bangalore,896#150
397,Cognizant Technology Solutions India Pvt Ltd,Delivery,2017-12-01,2017-12-04,1010132,772,Coaching Call 45 minutes,Impact And Influence,At home,772#132
398,MaxLife Insurance Company Ltd.,Delivery,2017-12-04,2017-12-04,1711144,865,Workshop Full Day,SUN  SAND  and SYNCHRONY,Goa,865#144
